"cname","sname","Sequence","Order","Suborder","Infraorder","Family","Genus","Adult.survival","Age.at.first.breeding","Maximum.longevity","Z","GenFLS","GenFL","GenFS","GenLength","Priority.for.research","rmax1","perc_growth","resid"
"Cerulean Warbler","Setophaga cerulea",10573,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Parulidae","Setophaga",0.491231208,1.003446774,7.738670359,0.142143345,1.941758361,1.960813984,1.968976138,1.960813984,"Low",0.401020081577546,49.3347256967595,0.00819191929952207
"Dusky Warbler","Phylloscopus fuscatus",7910,"PASSERIFORMES","PASSERI","SYLVIOID OSCINES","Phylloscopidae","Phylloscopus",0.346584963,0.980475417,7.898944786,0.142143345,1.509230337,1.963889795,1.510896273,1.963889795,"Low",0.441023713529567,55.4297559786434,-0.0321203359507371
"Clapper Rail","Rallus crepitans",1762,"GRUIFORMES","GRUIFORMES","GRUIFORMES","Rallidae","Rallus",0.5,0.999470975,7.5,0.142143345,1.968098426,1.923477915,1.999470975,1.968098426,"High",0.399347024621685,49.085089081549,0.00913484712945611
"Allen's Hummingbird","Selasphorus sasin",1560,"CAPRIMULGIFORMES","CAPRIMULGIFORMES","CAPRIMULGIFORMES","Trochilidae","Selasphorus",0.488020168,1,7.812171075,0.142143345,1.92737983,1.968304783,1.953201938,1.968304783,"Low",0.402518964369933,49.5587287826597,0.00594226335196502
"Hammond's Flycatcher","Empidonax hammondii",5865,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Tyrannidae","Empidonax",0.47699857,0.975112881,7.964888236,0.142143345,1.865655838,1.968662931,1.887153542,1.968662931,"Low",0.410137554552109,50.702506901449,-0.00171215095437827
"Yellow-throated Warbler","Setophaga dominica",10589,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Parulidae","Setophaga",0.496059776,1.017265314,7.692253345,0.142143345,1.972186319,1.966070441,2.00162765,1.972186319,"Low",0.397216620933457,48.767815738059,0.0108566985031797
"Japanese Bush-warbler","Horornis diphone",8004,"PASSERIFORMES","PASSERI","SYLVIOID OSCINES","Scotocercidae","Horornis",0.513274919,0.957706845,7.608732719,0.142143345,1.97353011,1.90310591,2.012254759,1.97353011,"Low",0.403288935778151,49.6739290724449,0.00465026684901526
"Yellow-browed Warbler","Phylloscopus inornatus",7902,"PASSERIFORMES","PASSERI","SYLVIOID OSCINES","Phylloscopidae","Phylloscopus",0.354432075,1,7.857859053,0.142143345,1.547030882,1.974799025,1.549023676,1.974799025,"Low",0.435233134909985,54.5323285764109,-0.0274204926645403
"Oriental Scops-owl","Otus sunia",2845,"STRIGIFORMES","STRIGIFORMES","STRIGIFORMES","Strigidae","Otus",0.476928032,0.997354874,7.875184747,0.142143345,1.887665474,1.974992618,1.90913769,1.974992618,"Very High",0.405979978706805,50.0772504750888,0.00181336187098635
"Indian Silverbill","Euodice malabarica",9797,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Estrildidae","Euodice",0.473163966,0.838513487,8.844519614,0.142143345,1.725925419,1.976513978,1.736637259,1.976513978,"Low",0.439100896088524,55.1311800784566,-0.0314591731484192
"American Grey Flycatcher","Empidonax wrightii",5863,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Tyrannidae","Empidonax",0.488387846,1.0071184,7.858903132,0.142143345,1.935745375,1.981054001,1.961724037,1.981054001,"Low",0.401119201096389,49.3495284165243,0.00607075438450183
"White-eared Hummingbird","Basilinna leucotis",1511,"CAPRIMULGIFORMES","CAPRIMULGIFORMES","CAPRIMULGIFORMES","Trochilidae","Basilinna",0.513085852,0.995257393,7.241672529,0.142143345,1.982860105,1.883143735,2.049007534,1.982860105,"Low",0.396459030339488,48.6551533215525,0.0105514890617344
"Little Bunting","Emberiza pusilla",10258,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Emberizidae","Emberiza",0.461728554,1,7.917435815,0.142143345,1.841237889,1.983267466,1.857798714,1.983267466,"Low",0.409476720323856,50.6029504253915,-0.00250664980359666
"Black-throated Green Warbler","Setophaga virens",10601,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Parulidae","Setophaga",0.488485984,1,7.934058398,0.142143345,1.928960054,1.985630255,1.954980643,1.985630255,"Low",0.402393072013345,49.5399016669647,0.00434254739126178
"Rock Wren","Salpinctes obsoletus",8555,"PASSERIFORMES","PASSERI","CERTHIOD OSCINES","Troglodytidae","Salpinctes",0.504914884,1,7.684938822,0.142143345,1.985917675,1.950219565,2.019854703,1.985917675,"Low",0.397891836871433,48.868300058793,0.00881528167488094
"Clarion Wren","Troglodytes tanneri",8569,"PASSERIFORMES","PASSERI","CERTHIOD OSCINES","Troglodytidae","Troglodytes",0.482844388,0.982045774,8.055319681,0.142143345,1.89199515,1.987464587,1.91569974,1.987464587,"Low",0.407249083490293,50.2678351419354,-0.000695288434726771
"Sinaloa Wren","Thryophilus sinaloa",8622,"PASSERIFORMES","PASSERI","CERTHIOD OSCINES","Troglodytidae","Thryophilus",0.530353512,0.944519535,7.152580196,0.142143345,1.990179492,1.826954043,2.07378064,1.990179492,"Low",0.400719640426114,49.2898661389884,0.00556534866585517
"Black-faced Grassquit","Melanospiza bicolor",10797,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Thraupidae","Melanospiza",0.549908551,0.940693013,6.191171764,0.142143345,1.991826877,1.687013626,2.162463727,1.991826877,"Medium",0.395454507506594,48.5059008021459,0.0106675479073029
"Yellow-bellied Flycatcher","Empidonax flaviventris",5854,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Tyrannidae","Empidonax",0.462812355,1,7.987793395,0.142143345,1.844671874,1.993268327,1.861546909,1.993268327,"Low",0.409195493367046,50.5606027708869,-0.00321589516304183
"River Warbler","Locustella fluviatilis",7583,"PASSERIFORMES","PASSERI","SYLVIOID OSCINES","Locustellidae","Locustella",0.503758238,1.012017797,7.620256594,0.142143345,1.993847114,1.951334964,2.0271646,1.993847114,"Low",0.396053687696861,48.5949092594335,0.00986873796116017
"Bewick's Wren","Thryomanes bewickii",8587,"PASSERIFORMES","PASSERI","CERTHIOD OSCINES","Troglodytidae","Thryomanes",0.443218437,0.999452355,8,0.142143345,1.783557758,1.994533614,1.795488838,1.994533614,"Low",0.414313459576694,51.3331420771083,-0.00845882524561153
"Least Flycatcher","Empidonax minimus",5864,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Tyrannidae","Empidonax",0.451385702,1,8,0.142143345,1.808963338,1.995003415,1.822774222,1.995003415,"Low",0.412137244933108,51.0041667675364,-0.00632898989193015
"Red Warbler","Cardellina rubra",10637,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Parulidae","Cardellina",0.519619981,1.034021852,5.966025514,0.142143345,1.995231183,1.73507335,2.115707102,1.995231183,"Low",0.387803024845426,47.3739465637254,0.0179827485320561
"Common Chiffchaff","Phylloscopus collybita",7915,"PASSERIFORMES","PASSERI","SYLVIOID OSCINES","Phylloscopidae","Phylloscopus",0.369251274,1,8.018340694,0.142143345,1.582651621,1.997610423,1.585417392,1.997610423,"Low",0.431900406433268,54.018171533199,-0.0263493239715604
"Cassin's Sparrow","Peucaea cassinii",10284,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Passerellidae","Peucaea",0.561363535,1.014137937,5.384812926,0.142143345,1.998739509,1.6354003,2.293930156,1.998739509,"Low",0.379045804321955,46.0889949284534,0.0263939994742748
"Two-barred Crossbill","Loxia leucoptera",10179,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Fringillidae","Loxia",0.508778189,1,8.016856181,0.142143345,1.999659757,1.997399409,2.035740225,1.999659757,"Medium",0.396815691064826,48.7081822324642,0.00853346180315556
"Chestnut-sided Warbler","Setophaga pensylvanica",10581,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Parulidae","Setophaga",0.493128087,1.008853205,7.986119138,0.142143345,1.953665191,2.000625124,1.981738217,2.000625124,"Low",0.399524437971066,49.1115411129481,0.00572966317961909
"Marsh Wren","Cistothorus palustris",8584,"PASSERIFORMES","PASSERI","CERTHIOD OSCINES","Troglodytidae","Cistothorus",0.468273486,1,8.042139275,0.142143345,1.86212681,2.000993233,1.880666045,2.000993233,"Low",0.407771268924686,50.3463233076094,-0.00255340064650894
"White-bellied Wren","Uropsila leucogastra",8638,"PASSERIFORMES","PASSERI","CERTHIOD OSCINES","Troglodytidae","Uropsila",0.540056635,0.922273435,6.743756949,0.142143345,2.001386751,1.749758575,2.096454163,2.001386751,"Low",0.401931954360175,49.4709620743059,0.00324718722981071
"Say's Phoebe","Sayornis saya",5852,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Tyrannidae","Sayornis",0.487131679,1,8.060967364,0.142143345,1.924371013,2.00366952,1.949818226,2.00366952,"Low",0.402758829304871,49.5946069801972,0.00219580779664647
"Altamira Yellowthroat","Geothlypis flavovelata",10562,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Parulidae","Geothlypis",0.526555877,0.940523353,8.07990495,0.142143345,2.00514744,1.955338934,2.052705026,2.00514744,"Low",0.402602971484375,49.5712933076516,0.00220644860430658
"Prothonotary Warbler","Protonotaria citrea",10538,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Parulidae","Protonotaria",0.5065,1,8.08,0.142143345,1.991539923,2.006374883,2.026342452,2.006374883,"Low",0.397451123963098,48.8027063323778,0.00723776939545567
"Brown Violet-ear","Colibri delphinae",1248,"CAPRIMULGIFORMES","CAPRIMULGIFORMES","CAPRIMULGIFORMES","Trochilidae","Colibri",0.531105199,0.960597017,7.460772384,0.142143345,2.008827382,1.884553687,2.093271548,2.008827382,"Low",0.397528224274522,48.8141795096638,0.00692006397342726
"Red Siskin","Spinus cucullatus",10204,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Fringillidae","Spinus",0.5102656,0.940510981,8.460219434,0.142143345,1.945497175,2.009387494,1.982434113,2.009387494,"Medium",0.407405692690787,50.2913703103209,-0.00301231495299986
"Bachman's Sparrow","Peucaea aestivalis",10285,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Passerellidae","Peucaea",0.563713548,1.021017927,5.432698233,0.142143345,2.01129262,1.648108923,2.313090017,2.01129262,"Low",0.377180590090135,45.8167616216452,0.0270261295353454
"Palm Warbler","Setophaga palmarum",10584,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Parulidae","Setophaga",0.477565105,1,8.120214936,0.142143345,1.892410727,2.012091168,1.914114102,2.012091168,"Low",0.405320165255418,49.9782601476441,-0.00119163402363143
"Black-polled Yellowthroat","Geothlypis speciosa",10559,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Parulidae","Geothlypis",0.529973158,0.938853805,8.011802438,0.142143345,2.016292508,1.944226383,2.066391874,2.016292508,"Low",0.401891597436206,49.4649300077726,0.00182605881911141
"Lucy's Warbler","Leiothlypis luciae",10545,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Parulidae","Leiothlypis",0.5325,0.964231318,6.677585822,0.142143345,2.017240687,1.776346638,2.103268751,2.017240687,"Low",0.396450192095779,48.6538394768849,0.00717484971421395
"Green-throated Mountain-gem","Lampornis viridipallens",1520,"CAPRIMULGIFORMES","CAPRIMULGIFORMES","CAPRIMULGIFORMES","Trochilidae","Lampornis",0.531908239,0.933426254,8.173248029,0.142143345,2.01816834,1.962518738,2.069759519,2.01816834,"Low",0.402325843122471,49.5298486031662,0.00120862954559053
"Lanceolated Warbler","Locustella lanceolata",7581,"PASSERIFORMES","PASSERI","SYLVIOID OSCINES","Locustellidae","Locustella",0.520188452,1.007081119,7.495484566,0.142143345,2.018333566,1.929364489,2.091232708,2.018333566,"Low",0.392341433120458,48.0443097426029,0.0111769122962662
"Tropical Parula","Setophaga pitiayumi",10575,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Parulidae","Setophaga",0.489336842,0.999695581,8.1898,0.142143345,1.931546981,2.021721074,1.957933579,2.021721074,"Low",0.402218641090704,49.5138195587746,0.000969337268368231
"Yellowish Pipit","Anthus lutescens",9935,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Motacillidae","Anthus",0.557244428,0.950485144,5.539459496,0.142143345,2.023873313,1.602777309,2.209067674,2.023873313,"Low",0.391387733471425,47.9031872412965,0.0115906220955793
"Fiery-throated Hummingbird","Panterpe insignis",1515,"CAPRIMULGIFORMES","CAPRIMULGIFORMES","CAPRIMULGIFORMES","Trochilidae","Panterpe",0.518130229,0.991533985,7.648504721,0.142143345,2.025013616,1.937778073,2.066783482,2.025013616,"Low",0.395697044368523,48.5419233255228,0.00717033454099031
"Asian Brown Flycatcher","Muscicapa dauurica",9027,"PASSERIFORMES","PASSERI","MUSCICAPOID OSCINES","Muscicapidae","Muscicapa",0.525616353,0.964602467,7.975670208,0.142143345,2.025721924,1.961179088,2.072600933,2.025721924,"Low",0.398416962985371,48.9464952200551,0.00438151184625857
"Verdin","Auriparus flaviceps",7232,"PASSERIFORMES","PASSERI","SYLVIOID OSCINES","Remizidae","Auriparus",0.541707604,1,6.277616948,0.142143345,2.026468057,1.750178127,2.182013074,2.026468057,"Low",0.387352872126723,47.3076207105153,0.015373043777428
"Northern Rough-winged Swallow","Stelgidopteryx serripennis",7728,"PASSERIFORMES","PASSERI","SYLVIOID OSCINES","Hirundinidae","Stelgidopteryx",0.525,0.999452355,7.029142681,0.142143345,2.026909388,1.856532707,2.104715513,2.026909388,"Low",0.392317478526708,48.0407634437813,0.0103655313614985
"Bronzy Hermit","Glaucis aeneus",1207,"CAPRIMULGIFORMES","CAPRIMULGIFORMES","CAPRIMULGIFORMES","Trochilidae","Glaucis",0.537209258,0.958531818,7.375779165,0.142143345,2.027766998,1.870700822,2.119335631,2.027766998,"Low",0.396079901408015,48.5988045345185,0.00651975733950239
"Mangrove Hummingbird","Amazilia boucardi",1475,"CAPRIMULGIFORMES","CAPRIMULGIFORMES","CAPRIMULGIFORMES","Trochilidae","Amazilia",0.532742447,0.975308481,7.455950943,0.142143345,2.029149797,1.896488678,2.115455801,2.029149797,"Low",0.394373021718163,48.3453805967362,0.00809231310963071
"Lark Bunting","Calamospiza melanocorys",10275,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Passerellidae","Calamospiza",0.521467927,1.014610549,7.176104736,0.142143345,2.030157659,1.890425943,2.104334637,2.030157659,"Low",0.390654719574679,47.7948118748531,0.0117127669864284
"Yellow-faced Grassquit","Tiaris olivaceus",10786,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Thraupidae","Tiaris",0.540090626,0.914688799,8.10598739,0.142143345,2.030688555,1.936884036,2.089030216,2.030688555,"Medium",0.403356886459867,49.6840998635127,-0.00104092345816553
"Pacific-slope Flycatcher","Empidonax difficilis",5856,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Tyrannidae","Empidonax",0.501449046,1.018532734,8.144666482,0.142143345,1.992235481,2.031465222,2.024345765,2.031465222,"Low",0.395525346050357,48.5164211165165,0.00671526419208845
"Grey-streaked Flycatcher","Muscicapa griseisticta",9023,"PASSERIFORMES","PASSERI","MUSCICAPOID OSCINES","Muscicapidae","Muscicapa",0.513782653,0.982009402,8.370510534,0.142143345,1.999669118,2.032235667,2.038702784,2.032235667,"Low",0.398660183867041,48.9827265238703,0.00350570414395507
"White-throated Flycatcher","Empidonax albigularis",5858,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Tyrannidae","Empidonax",0.516508709,1.035934417,7.333512993,0.142143345,2.034893903,1.931093301,2.104223999,2.034893903,"Low",0.388337948395456,47.45280144719,0.013570333241625
"Corncrake","Crex crex",1802,"GRUIFORMES","GRUIFORMES","GRUIFORMES","Rallidae","Crex",0.443159424,1,8.288316077,0.142143345,1.783927784,2.035985627,1.795846142,2.035985627,"High",0.414223850721766,51.3195818950994,-0.0124212750254113
"Brown-capped Rosy-finch","Leucosticte australis",10120,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Fringillidae","Leucosticte",0.520154432,0.995257393,7.692060457,0.142143345,2.036160758,1.947163381,2.07926122,2.036160758,"Low",0.394451865863077,48.3570772225205,0.00733375776657963
"Glow-throated Hummingbird","Selasphorus ardens",1563,"CAPRIMULGIFORMES","CAPRIMULGIFORMES","CAPRIMULGIFORMES","Trochilidae","Selasphorus",0.533748097,0.97949713,7.060809496,0.142143345,2.03679325,1.843915212,2.124260494,2.03679325,"Low",0.393323989489113,48.1898431076427,0.00840042252411499
"Dark-sided Flycatcher","Muscicapa sibirica",9024,"PASSERIFORMES","PASSERI","MUSCICAPOID OSCINES","Muscicapidae","Muscicapa",0.523580585,0.984036294,8.234568116,0.142143345,2.03758929,2.01465114,2.083027159,2.03758929,"Low",0.395480037827226,48.5096922538075,0.00616735997123358
"Yellow-bellied Sapsucker","Sphyrapicus varius",3900,"PICIFORMES","PICIFORMES","PICIFORMES","Picidae","Sphyrapicus",0.52,0.999452355,7.8,0.142143345,2.039788041,1.966104945,2.082785688,2.039788041,"Low",0.393747723378096,48.2526494718231,0.0076870988674303
"Green Violet-ear","Colibri thalassinus",1249,"CAPRIMULGIFORMES","CAPRIMULGIFORMES","CAPRIMULGIFORMES","Trochilidae","Colibri",0.520525235,0.998292371,7.603515062,0.142143345,2.040559656,1.937180819,2.083907867,2.040559656,"Low",0.393804539118063,48.2610727950914,0.00755573405171123
"Green-fronted Lancebill","Doryfera ludovicae",1242,"CAPRIMULGIFORMES","CAPRIMULGIFORMES","CAPRIMULGIFORMES","Trochilidae","Doryfera",0.521692126,1.001602802,7.518127783,0.142143345,2.048170344,1.927883461,2.092306414,2.048170344,"Low",0.392883308109989,48.1245529903359,0.00774306536799751
"Canada Warbler","Cardellina canadensis",10634,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Parulidae","Cardellina",0.511805867,1.037723801,8,0.142143345,2.048246608,2.027365029,2.086089261,2.048246608,"Low",0.389325615143029,47.5985076187417,0.0112934169877185
"Hooded Warbler","Setophaga citrina",10569,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Parulidae","Setophaga",0.501907864,1.034253968,8.17,0.142143345,2.009567621,2.048552778,2.041914655,2.048552778,"Low",0.392626412161414,48.0865052801488,0.00796314988548963
"Scaly-breasted Munia","Lonchura punctulata",9802,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Estrildidae","Lonchura",0.392523142,0.736129574,10,0.142143345,1.381414476,2.052927104,1.382282817,2.052927104,"Low",0.48684236373218,62.7170088140788,-0.0866734052603924
"Antillean Palm-swift","Tachornis phoenicobia",1173,"CAPRIMULGIFORMES","CAPRIMULGIFORMES","CAPRIMULGIFORMES","Apodidae","Tachornis",0.548463964,0.944674526,6.937594957,0.142143345,2.05324894,1.796528282,2.159337189,2.05324894,"Very High",0.395174420276959,48.464312020321,0.00496362533003064
"Bay-breasted Warbler","Setophaga castanea",10578,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Parulidae","Setophaga",0.48700899,1.017352501,8.307285945,0.142143345,1.941308578,2.053568026,1.966704401,2.053568026,"Low",0.399633764284896,49.1278438192286,0.000473636987921244
"Yellow-browed Bunting","Emberiza chrysophrys",10263,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Emberizidae","Emberiza",0.521739277,0.972884171,8.578848096,0.142143345,2.037937374,2.054021325,2.063793903,2.054021325,"Low",0.39803517886946,48.8896406678324,0.00202869604805178
"California Gnatcatcher","Polioptila californica",8545,"PASSERIFORMES","PASSERI","CERTHIOD OSCINES","Polioptilidae","Polioptila",0.524,0.999452355,8,0.142143345,2.05456115,1.994533614,2.100292691,2.05456115,"Low",0.392604500212392,48.0832604517447,0.00740755149497246
"Rustic Bunting","Emberiza rustica",10257,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Emberizidae","Emberiza",0.485542526,1,8.420361857,0.142143345,1.919006673,2.054755055,1.943795261,2.054755055,"Low",0.403187004542372,49.6586734014187,-0.00319356467399817
"White's Thrush","Zoothera aurea",8848,"PASSERIFORMES","PASSERI","MUSCICAPOID OSCINES","Turdidae","Zoothera",0.590499309,1,4.78094195,0.142143345,2.055254589,1.537435736,2.441998321,2.055254589,"Low",0.37227239063001,45.1028173945791,0.0276731092142619
"Buff-bellied Pipit","Anthus rubescens",9930,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Motacillidae","Anthus",0.5340692,1,7.155405856,0.142143345,2.058400577,1.874949978,2.146241459,2.058400577,"Low",0.389595746549206,47.6383839968429,0.0100480788791305
"Pine Warbler","Setophaga pinus",10586,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Parulidae","Setophaga",0.509701678,1.057340024,8.085586173,0.142143345,2.060304474,2.056358441,2.096914616,2.060304474,"Low",0.386536043498979,47.1873447579422,0.0129254178742499
"Spotted Crake","Porzana porzana",1829,"GRUIFORMES","GRUIFORMES","GRUIFORMES","Rallidae","Porzana",0.404656971,1,8.463423881,0.142143345,1.673948182,2.060876036,1.679703887,2.060876036,"Medium",0.423662124535571,52.7545386475184,-0.0242553801202313
"Laysan Rail","Zapornia palmeri",1838,"GRUIFORMES","GRUIFORMES","GRUIFORMES","Rallidae","Zapornia",0.554212121,0.997628697,5.875,0.142143345,2.061796568,1.690914569,2.240848056,2.061796568,"Medium",0.384023201661286,46.8179505490413,0.015295447027821
"Hawaiian Rail","Zapornia sandwichensis",1841,"GRUIFORMES","GRUIFORMES","GRUIFORMES","Rallidae","Zapornia",0.554212121,0.997628697,5.875,0.142143345,2.061796568,1.690914569,2.240848056,2.061796568,"Medium",0.384023201661286,46.8179505490413,0.015295447027821
